travelCode,userCode,from,place,flightType,Fprice,agency,name,days,price,total,FHtotal
857,8,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,Rainbow,Hotel CB,2,165.99,331.98,772.67
861,8,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,FlyingDrops,Hotel CB,2,165.99,331.98,1522.92
862,8,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,CloudFy,Hotel CB,1,165.99,165.99,1778.38
864,8,Recife (PE),Brasilia (DF),firstClass,709.25,CloudFy,Hotel BP,2,247.62,495.24,1204.49
865,8,Aracaju (SE),Campo Grande (MS),economic,750.92,CloudFy,Hotel BW,3,60.39,181.17,932.09
869,8,Recife (PE),Brasilia (DF),economic,439.38,Rainbow,Hotel BP,4,247.62,990.48,1429.86
871,8,Recife (PE),Natal (RN),premium,488.73,Rainbow,Hotel BD,4,242.88,971.52,1460.25
892,8,Brasilia (DF),Florianopolis (SC),premium,1189.32,CloudFy,Hotel A,2,313.02,626.04,1815.36
894,8,Recife (PE),Brasilia (DF),firstClass,721.93,Rainbow,Hotel BP,3,247.62,742.86,1464.79
900,8,Brasilia (DF),Natal (RN),firstClass,1313.76,CloudFy,Hotel BD,2,242.88,485.76,1799.52
904,8,Aracaju (SE),Recife (PE),premium,835.21,CloudFy,Hotel AU,4,312.83,1251.32,2086.53
907,8,Aracaju (SE),Recife (PE),premium,835.21,CloudFy,Hotel AU,3,312.83,938.49,1773.7
911,8,Aracaju (SE),Natal (RN),premium,535.95,CloudFy,Hotel BD,4,242.88,971.52,1507.47
913,8,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,FlyingDrops,Hotel A,1,313.02,313.02,1812.95
914,8,Aracaju (SE),Natal (RN),firstClass,598.61,CloudFy,Hotel BD,3,242.88,728.64,1327.25
917,8,Aracaju (SE),Natal (RN),economic,380.32,Rainbow,Hotel BD,3,242.88,728.64,1108.96
919,8,Recife (PE),Campo Grande (MS),firstClass,1038.95,FlyingDrops,Hotel BW,4,60.39,241.56,1280.51
920,8,Brasilia (DF),Natal (RN),premium,1107.52,Rainbow,Hotel BD,4,242.88,971.52,2079.04
922,8,Aracaju (SE),Recife (PE),premium,875.41,Rainbow,Hotel AU,4,312.83,1251.32,2126.73
923,8,Brasilia (DF),Florianopolis (SC),economic,884.94,CloudFy,Hotel A,4,313.02,1252.08,2137.02
925,8,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,Rainbow,Hotel BW,1,60.39,60.39,1448.28
928,8,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,CloudFy,Hotel BW,1,60.39,60.39,1156.97
932,8,Recife (PE),Salvador (BH),firstClass,1470.41,Rainbow,Hotel K,2,263.41,526.82,1997.23
935,8,Aracaju (SE),Natal (RN),premium,427.25,Rainbow,Hotel BD,3,242.88,728.64,1155.89
938,8,Aracaju (SE),Sao Paulo (SP),economic,446.73,Rainbow,Hotel AF,3,139.1,417.3,864.03
942,8,Recife (PE),Campo Grande (MS),economic,563.71,CloudFy,Hotel BW,1,60.39,60.39,624.1
944,8,Aracaju (SE),Recife (PE),firstClass,1124.11,CloudFy,Hotel AU,3,312.83,938.49,2062.6
945,8,Brasilia (DF),Natal (RN),premium,1107.52,Rainbow,Hotel BD,1,242.88,242.88,1350.4
948,8,Recife (PE),Natal (RN),economic,301.51,CloudFy,Hotel BD,4,242.88,971.52,1273.03
950,8,Aracaju (SE),Sao Paulo (SP),economic,446.73,Rainbow,Hotel AF,4,139.1,556.4,1003.13
957,8,Recife (PE),Aracaju (SE),premium,932.22,Rainbow,Hotel Z,4,208.04,832.16,1764.38
958,8,Brasilia (DF),Natal (RN),firstClass,1433.35,FlyingDrops,Hotel BD,2,242.88,485.76,1919.11
962,8,Aracaju (SE),Recife (PE),firstClass,1124.11,CloudFy,Hotel AU,2,312.83,625.66,1749.77
966,8,Recife (PE),Aracaju (SE),premium,932.22,Rainbow,Hotel Z,2,208.04,416.08,1348.3
967,8,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,Rainbow,Hotel CB,3,165.99,497.97,2109.11
969,8,Recife (PE),Campo Grande (MS),firstClass,1069.12,Rainbow,Hotel BW,2,60.39,120.78,1189.9
970,8,Recife (PE),Sao Paulo (SP),firstClass,980.83,Rainbow,Hotel AF,1,139.1,139.1,1119.93
972,8,Aracaju (SE),Recife (PE),premium,835.21,CloudFy,Hotel AU,3,312.83,938.49,1773.7
974,8,Brasilia (DF),Florianopolis (SC),premium,1222.24,Rainbow,Hotel A,1,313.02,313.02,1535.26
977,8,Brasilia (DF),Recife (PE),premium,559.13,Rainbow,Hotel AU,4,312.83,1251.32,1810.45
984,8,Recife (PE),Aracaju (SE),firstClass,1181.19,Rainbow,Hotel Z,4,208.04,832.16,2013.35
987,8,Recife (PE),Aracaju (SE),economic,663.23,Rainbow,Hotel Z,1,208.04,208.04,871.27
988,8,Brasilia (DF),Salvador (BH),firstClass,1665.24,Rainbow,Hotel K,4,263.41,1053.64,2718.88
997,9,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,Rainbow,Hotel AF,4,139.1,556.4,1548.57
998,9,Aracaju (SE),Natal (RN),firstClass,549.96,Rainbow,Hotel BD,2,242.88,485.76,1035.72
999,9,Aracaju (SE),Florianopolis (SC),premium,1174.97,CloudFy,Hotel A,3,313.02,939.06,2114.03
1006,9,Aracaju (SE),Recife (PE),firstClass,1124.11,CloudFy,Hotel AU,2,312.83,625.66,1749.77
1007,9,Recife (PE),Aracaju (SE),firstClass,1166.1,CloudFy,Hotel Z,2,208.04,416.08,1582.18
1012,9,Aracaju (SE),Recife (PE),firstClass,1119.47,Rainbow,Hotel AU,4,312.83,1251.32,2370.79
1014,9,Recife (PE),Campo Grande (MS),economic,615.59,Rainbow,Hotel BW,3,60.39,181.17,796.76
1016,9,Aracaju (SE),Salvador (BH),premium,1288.79,CloudFy,Hotel K,4,263.41,1053.64,2342.43
1018,9,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,CloudFy,Hotel BW,2,60.39,120.78,1510.15
1025,9,Brasilia (DF),Salvador (BH),firstClass,1665.24,Rainbow,Hotel K,4,263.41,1053.64,2718.88
1034,9,Brasilia (DF),Florianopolis (SC),economic,889.07,Rainbow,Hotel A,2,313.02,626.04,1515.11
1035,9,Aracaju (SE),Campo Grande (MS),economic,750.92,CloudFy,Hotel BW,4,60.39,241.56,992.48
1038,9,Aracaju (SE),Brasilia (DF),economic,548.62,Rainbow,Hotel BP,1,247.62,247.62,796.24
1041,9,Recife (PE),Aracaju (SE),firstClass,1166.1,CloudFy,Hotel Z,4,208.04,832.16,1998.26
1048,9,Recife (PE),Florianopolis (SC),firstClass,1434.38,FlyingDrops,Hotel A,3,313.02,939.06,2373.44
1051,9,Recife (PE),Sao Paulo (SP),premium,670.13,Rainbow,Hotel AF,4,139.1,556.4,1226.53
1052,9,Aracaju (SE),Brasilia (DF),economic,548.62,Rainbow,Hotel BP,4,247.62,990.48,1539.1
1053,9,Recife (PE),Sao Paulo (SP),premium,657.87,CloudFy,Hotel AF,2,139.1,278.2,936.07
1055,9,Recife (PE),Salvador (BH),economic,861.68,Rainbow,Hotel K,3,263.41,790.23,1651.91
1065,9,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,FlyingDrops,Hotel CB,3,165.99,497.97,1688.91
1067,9,Recife (PE),Salvador (BH),economic,842.11,CloudFy,Hotel K,3,263.41,790.23,1632.34
1077,9,Recife (PE),Campo Grande (MS),premium,832.77,Rainbow,Hotel BW,1,60.39,60.39,893.16
1078,9,Brasilia (DF),Salvador (BH),firstClass,1724.49,FlyingDrops,Hotel K,3,263.41,790.23,2514.72
1084,9,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,FlyingDrops,Hotel CB,1,165.99,165.99,705.38
1090,9,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,CloudFy,Hotel CB,3,165.99,497.97,842.23
1091,9,Recife (PE),Campo Grande (MS),premium,832.77,Rainbow,Hotel BW,2,60.39,120.78,953.55
1093,9,Recife (PE),Campo Grande (MS),firstClass,1069.12,Rainbow,Hotel BW,4,60.39,241.56,1310.68
1095,9,Brasilia (DF),Salvador (BH),premium,1346.6,CloudFy,Hotel K,1,263.41,263.41,1610.01
1096,9,Aracaju (SE),Campo Grande (MS),premium,1021.53,CloudFy,Hotel BW,3,60.39,181.17,1202.7
1101,9,Aracaju (SE),Brasilia (DF),firstClass,898.04,FlyingDrops,Hotel BP,3,247.62,742.86,1640.9
1103,9,Aracaju (SE),Recife (PE),firstClass,1119.47,Rainbow,Hotel AU,4,312.83,1251.32,2370.79
1106,9,Brasilia (DF),Campo Grande (MS),economic,583.6,CloudFy,Hotel BW,3,60.39,181.17,764.77
1113,10,Recife (PE),Natal (RN),premium,488.73,Rainbow,Hotel BD,1,242.88,242.88,731.61
1119,10,Aracaju (SE),Salvador (BH),premium,1288.79,CloudFy,Hotel K,3,263.41,790.23,2079.02
1125,10,Recife (PE),Brasilia (DF),firstClass,721.93,Rainbow,Hotel BP,4,247.62,990.48,1712.41
1133,10,Recife (PE),Brasilia (DF),firstClass,697.22,FlyingDrops,Hotel BP,4,247.62,990.48,1687.7
1136,10,Aracaju (SE),Salvador (BH),premium,1289.05,Rainbow,Hotel K,2,263.41,526.82,1815.87
1139,10,Recife (PE),Campo Grande (MS),economic,615.59,Rainbow,Hotel BW,1,60.39,60.39,675.98
1144,10,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,CloudFy,Hotel BW,3,60.39,181.17,1277.75
1150,10,Recife (PE),Salvador (BH),premium,1249.83,Rainbow,Hotel K,1,263.41,263.41,1513.24
1151,10,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,CloudFy,Hotel CB,4,165.99,663.96,1847.53
1157,10,Recife (PE),Brasilia (DF),premium,573.61,CloudFy,Hotel BP,3,247.62,742.86,1316.47
1160,10,Recife (PE),Salvador (BH),premium,1249.83,Rainbow,Hotel K,3,263.41,790.23,2040.06
1162,10,Aracaju (SE),Natal (RN),economic,380.32,Rainbow,Hotel BD,1,242.88,242.88,623.2
1164,10,Recife (PE),Campo Grande (MS),economic,563.71,CloudFy,Hotel BW,4,60.39,241.56,805.27
1166,10,Aracaju (SE),Florianopolis (SC),premium,1174.97,CloudFy,Hotel A,4,313.02,1252.08,2427.05
1167,10,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,Rainbow,Hotel CB,2,165.99,331.98,1044.62
1173,10,Recife (PE),Florianopolis (SC),premium,1074.75,CloudFy,Hotel A,4,313.02,1252.08,2326.83
1174,10,Aracaju (SE),Brasilia (DF),premium,755.62,CloudFy,Hotel BP,1,247.62,247.62,1003.24
1177,11,Recife (PE),Campo Grande (MS),premium,832.77,Rainbow,Hotel BW,2,60.39,120.78,953.55
1180,11,Recife (PE),Florianopolis (SC),premium,1074.75,CloudFy,Hotel A,2,313.02,626.04,1700.79
1183,11,Recife (PE),Brasilia (DF),economic,439.38,Rainbow,Hotel BP,4,247.62,990.48,1429.86
1184,11,Recife (PE),Salvador (BH),premium,1242.65,CloudFy,Hotel K,4,263.41,1053.64,2296.29
1188,11,Recife (PE),Sao Paulo (SP),premium,657.87,CloudFy,Hotel AF,1,139.1,139.1,796.97
1190,11,Recife (PE),Sao Paulo (SP),premium,670.13,Rainbow,Hotel AF,1,139.1,139.1,809.23
1192,11,Recife (PE),Salvador (BH),premium,1249.83,Rainbow,Hotel K,2,263.41,526.82,1776.65
1193,11,Recife (PE),Rio de Janeiro (RJ),economic,910.7,CloudFy,Hotel CB,4,165.99,663.96,1574.66
1198,11,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,CloudFy,Hotel A,3,313.02,939.06,2454.85
1201,11,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,Rainbow,Hotel A,2,313.02,626.04,2203.01
1202,11,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,Rainbow,Hotel BW,2,60.39,120.78,1508.67
1204,11,Recife (PE),Brasilia (DF),economic,439.38,Rainbow,Hotel BP,1,247.62,247.62,687
1209,11,Brasilia (DF),Sao Paulo (SP),premium,698.1,CloudFy,Hotel AF,2,139.1,278.2,976.3
1213,11,Recife (PE),Brasilia (DF),premium,638.63,Rainbow,Hotel BP,1,247.62,247.62,886.25
1220,11,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,FlyingDrops,Hotel CB,4,165.99,663.96,1203.35
1222,11,Brasilia (DF),Florianopolis (SC),economic,884.94,CloudFy,Hotel A,2,313.02,626.04,1510.98
1226,11,Brasilia (DF),Natal (RN),premium,1067.3,CloudFy,Hotel BD,3,242.88,728.64,1795.94
1227,11,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,Rainbow,Hotel CB,2,165.99,331.98,1262.1
1238,11,Brasilia (DF),Natal (RN),firstClass,1313.76,CloudFy,Hotel BD,4,242.88,971.52,2285.28
1250,11,Recife (PE),Natal (RN),premium,488.73,Rainbow,Hotel BD,1,242.88,242.88,731.61
1252,11,Brasilia (DF),Aracaju (SE),economic,721.2,Rainbow,Hotel Z,2,208.04,416.08,1137.28
1255,11,Recife (PE),Sao Paulo (SP),firstClass,954.78,FlyingDrops,Hotel AF,1,139.1,139.1,1093.88
1257,11,Brasilia (DF),Natal (RN),firstClass,1433.35,FlyingDrops,Hotel BD,3,242.88,728.64,2161.99
1262,11,Recife (PE),Sao Paulo (SP),premium,657.87,CloudFy,Hotel AF,4,139.1,556.4,1214.27
1263,11,Aracaju (SE),Salvador (BH),economic,964.83,CloudFy,Hotel K,4,263.41,1053.64,2018.47
1268,11,Recife (PE),Florianopolis (SC),firstClass,1434.38,FlyingDrops,Hotel A,4,313.02,1252.08,2686.46
1270,11,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,Rainbow,Hotel CB,3,165.99,497.97,938.66
1271,11,Brasilia (DF),Recife (PE),premium,559.13,Rainbow,Hotel AU,3,312.83,938.49,1497.62
1274,11,Aracaju (SE),Florianopolis (SC),economic,852.18,Rainbow,Hotel A,2,313.02,626.04,1478.22
1276,11,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,Rainbow,Hotel A,1,313.02,313.02,1895.43
1278,11,Brasilia (DF),Aracaju (SE),firstClass,1260.1,CloudFy,Hotel Z,3,208.04,624.12,1884.22
1280,11,Recife (PE),Brasilia (DF),economic,393.68,CloudFy,Hotel BP,3,247.62,742.86,1136.54
1281,11,Recife (PE),Rio de Janeiro (RJ),economic,910.7,CloudFy,Hotel CB,3,165.99,497.97,1408.67
1282,11,Recife (PE),Natal (RN),firstClass,628.96,Rainbow,Hotel BD,4,242.88,971.52,1600.48
1283,11,Brasilia (DF),Sao Paulo (SP),economic,538.95,CloudFy,Hotel AF,2,139.1,278.2,817.15
1289,11,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,CloudFy,Hotel AF,1,139.1,139.1,1032.75
1290,11,Brasilia (DF),Aracaju (SE),economic,654.88,CloudFy,Hotel Z,3,208.04,624.12,1279
1292,11,Brasilia (DF),Salvador (BH),firstClass,1685.23,CloudFy,Hotel K,2,263.41,526.82,2212.05
1294,11,Aracaju (SE),Salvador (BH),firstClass,1714.75,FlyingDrops,Hotel K,4,263.41,1053.64,2768.39
1299,11,Brasilia (DF),Natal (RN),economic,791.66,CloudFy,Hotel BD,1,242.88,242.88,1034.54
1301,11,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,CloudFy,Hotel CB,1,165.99,165.99,1436.02
1303,11,Recife (PE),Brasilia (DF),economic,393.68,CloudFy,Hotel BP,4,247.62,990.48,1384.16
1316,11,Recife (PE),Brasilia (DF),economic,439.38,Rainbow,Hotel BP,2,247.62,495.24,934.62
1319,11,Brasilia (DF),Aracaju (SE),firstClass,1260.1,CloudFy,Hotel Z,3,208.04,624.12,1884.22
1322,11,Aracaju (SE),Natal (RN),economic,380.32,Rainbow,Hotel BD,2,242.88,485.76,866.08
1325,11,Brasilia (DF),Salvador (BH),premium,1346.6,CloudFy,Hotel K,3,263.41,790.23,2136.83
1327,11,Recife (PE),Florianopolis (SC),economic,803.39,Rainbow,Hotel A,3,313.02,939.06,1742.45
1328,11,Brasilia (DF),Campo Grande (MS),economic,629.54,Rainbow,Hotel BW,4,60.39,241.56,871.1
1334,11,Brasilia (DF),Aracaju (SE),economic,721.2,Rainbow,Hotel Z,4,208.04,832.16,1553.36
1349,11,Recife (PE),Sao Paulo (SP),firstClass,980.83,Rainbow,Hotel AF,1,139.1,139.1,1119.93
1350,11,Brasilia (DF),Aracaju (SE),premium,987.07,CloudFy,Hotel Z,3,208.04,624.12,1611.19
1357,11,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,CloudFy,Hotel BW,1,60.39,60.39,1449.76
1362,11,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,CloudFy,Hotel CB,2,165.99,331.98,981.62
1365,11,Brasilia (DF),Natal (RN),firstClass,1433.35,FlyingDrops,Hotel BD,1,242.88,242.88,1676.23
1368,12,Brasilia (DF),Natal (RN),economic,726.19,Rainbow,Hotel BD,1,242.88,242.88,969.07
1369,12,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,Rainbow,Hotel CB,3,165.99,497.97,1084.01
1371,12,Brasilia (DF),Aracaju (SE),economic,721.2,Rainbow,Hotel Z,1,208.04,208.04,929.24
1378,12,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,Rainbow,Hotel CB,1,165.99,165.99,1355.85
1380,12,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,CloudFy,Hotel CB,4,165.99,663.96,1008.22
1383,12,Brasilia (DF),Natal (RN),firstClass,1433.35,FlyingDrops,Hotel BD,4,242.88,971.52,2404.87
1388,12,Brasilia (DF),Recife (PE),firstClass,772.21,Rainbow,Hotel AU,1,312.83,312.83,1085.04
1389,12,Aracaju (SE),Recife (PE),firstClass,1088.87,FlyingDrops,Hotel AU,2,312.83,625.66,1714.53
1391,12,Recife (PE),Rio de Janeiro (RJ),economic,910.7,CloudFy,Hotel CB,3,165.99,497.97,1408.67
1396,12,Recife (PE),Brasilia (DF),economic,393.68,CloudFy,Hotel BP,3,247.62,742.86,1136.54
1397,12,Brasilia (DF),Salvador (BH),firstClass,1665.24,Rainbow,Hotel K,4,263.41,1053.64,2718.88
1398,12,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,CloudFy,Hotel BW,4,60.39,241.56,1630.93
1400,12,Aracaju (SE),Salvador (BH),firstClass,1723.71,Rainbow,Hotel K,1,263.41,263.41,1987.12
1404,12,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,FlyingDrops,Hotel CB,3,165.99,497.97,1688.91
1405,12,Recife (PE),Sao Paulo (SP),economic,545.95,Rainbow,Hotel AF,4,139.1,556.4,1102.35
1407,12,Brasilia (DF),Florianopolis (SC),premium,1189.32,CloudFy,Hotel A,1,313.02,313.02,1502.34
1408,12,Brasilia (DF),Sao Paulo (SP),economic,538.95,CloudFy,Hotel AF,1,139.1,139.1,678.05
1412,12,Recife (PE),Natal (RN),premium,488.73,Rainbow,Hotel BD,4,242.88,971.52,1460.25
1414,12,Brasilia (DF),Recife (PE),premium,559.13,Rainbow,Hotel AU,1,312.83,312.83,871.96
1415,12,Recife (PE),Florianopolis (SC),premium,1074.75,CloudFy,Hotel A,3,313.02,939.06,2013.81
1417,12,Recife (PE),Aracaju (SE),firstClass,1166.1,CloudFy,Hotel Z,3,208.04,624.12,1790.22
1420,12,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,FlyingDrops,Hotel CB,1,165.99,165.99,705.38
1425,12,Brasilia (DF),Recife (PE),firstClass,804.24,CloudFy,Hotel AU,1,312.83,312.83,1117.07
1429,12,Recife (PE),Aracaju (SE),economic,684.88,CloudFy,Hotel Z,3,208.04,624.12,1309
1431,12,Recife (PE),Sao Paulo (SP),firstClass,980.83,Rainbow,Hotel AF,3,139.1,417.3,1398.13
1435,12,Brasilia (DF),Natal (RN),premium,1107.52,Rainbow,Hotel BD,4,242.88,971.52,2079.04
1440,13,Aracaju (SE),Recife (PE),firstClass,1088.87,FlyingDrops,Hotel AU,4,312.83,1251.32,2340.19
1441,13,Brasilia (DF),Salvador (BH),premium,1346.6,CloudFy,Hotel K,2,263.41,526.82,1873.42
1442,13,Recife (PE),Aracaju (SE),firstClass,1300.81,FlyingDrops,Hotel Z,2,208.04,416.08,1716.89
1443,13,Aracaju (SE),Brasilia (DF),premium,755.62,CloudFy,Hotel BP,4,247.62,990.48,1746.1
1444,13,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,FlyingDrops,Hotel CB,2,165.99,331.98,2038.87
1445,13,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,Rainbow,Hotel CB,1,165.99,165.99,606.68
1447,13,Brasilia (DF),Recife (PE),premium,559.13,Rainbow,Hotel AU,2,312.83,625.66,1184.79
1453,13,Recife (PE),Florianopolis (SC),firstClass,1371.83,Rainbow,Hotel A,2,313.02,626.04,1997.87
1454,13,Aracaju (SE),Salvador (BH),firstClass,1684.05,CloudFy,Hotel K,4,263.41,1053.64,2737.69
1456,13,Brasilia (DF),Salvador (BH),economic,921.08,Rainbow,Hotel K,2,263.41,526.82,1447.9
1463,13,Recife (PE),Salvador (BH),premium,1249.83,Rainbow,Hotel K,3,263.41,790.23,2040.06
1466,13,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,CloudFy,Hotel AF,4,139.1,556.4,1450.05
1470,13,Aracaju (SE),Campo Grande (MS),economic,750.92,CloudFy,Hotel BW,2,60.39,120.78,871.7
1476,13,Aracaju (SE),Salvador (BH),firstClass,1723.71,Rainbow,Hotel K,4,263.41,1053.64,2777.35
1479,13,Aracaju (SE),Recife (PE),economic,604.14,CloudFy,Hotel AU,2,312.83,625.66,1229.8
1482,13,Brasilia (DF),Campo Grande (MS),economic,583.6,CloudFy,Hotel BW,4,60.39,241.56,825.16
1483,13,Recife (PE),Rio de Janeiro (RJ),economic,908.93,Rainbow,Hotel CB,1,165.99,165.99,1074.92
1495,13,Recife (PE),Natal (RN),firstClass,628.96,Rainbow,Hotel BD,4,242.88,971.52,1600.48
1496,13,Recife (PE),Salvador (BH),firstClass,1484.94,CloudFy,Hotel K,3,263.41,790.23,2275.17
1499,13,Aracaju (SE),Florianopolis (SC),economic,852.18,Rainbow,Hotel A,2,313.02,626.04,1478.22
1503,13,Brasilia (DF),Natal (RN),premium,1107.52,Rainbow,Hotel BD,4,242.88,971.52,2079.04
1505,13,Aracaju (SE),Recife (PE),premium,875.41,Rainbow,Hotel AU,2,312.83,625.66,1501.07
1507,13,Brasilia (DF),Recife (PE),economic,421.2,Rainbow,Hotel AU,1,312.83,312.83,734.03
1508,13,Aracaju (SE),Campo Grande (MS),premium,1021.53,CloudFy,Hotel BW,2,60.39,120.78,1142.31
1518,13,Recife (PE),Rio de Janeiro (RJ),economic,910.7,CloudFy,Hotel CB,2,165.99,331.98,1242.68
1524,13,Brasilia (DF),Recife (PE),economic,432.1,CloudFy,Hotel AU,4,312.83,1251.32,1683.42
1525,13,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,Rainbow,Hotel CB,2,165.99,331.98,1521.84
1526,13,Brasilia (DF),Salvador (BH),firstClass,1685.23,CloudFy,Hotel K,3,263.41,790.23,2475.46
1528,13,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,Rainbow,Hotel CB,4,165.99,663.96,2015.85
1534,13,Brasilia (DF),Aracaju (SE),premium,965.62,Rainbow,Hotel Z,4,208.04,832.16,1797.78
1535,13,Recife (PE),Aracaju (SE),economic,684.88,CloudFy,Hotel Z,4,208.04,832.16,1517.04
1536,13,Recife (PE),Salvador (BH),firstClass,1470.41,Rainbow,Hotel K,1,263.41,263.41,1733.82
1538,13,Recife (PE),Sao Paulo (SP),firstClass,980.83,Rainbow,Hotel AF,1,139.1,139.1,1119.93
1539,13,Aracaju (SE),Salvador (BH),firstClass,1714.75,FlyingDrops,Hotel K,4,263.41,1053.64,2768.39
1540,13,Brasilia (DF),Campo Grande (MS),economic,583.6,CloudFy,Hotel BW,1,60.39,60.39,643.99
1546,13,Recife (PE),Aracaju (SE),economic,684.88,CloudFy,Hotel Z,3,208.04,624.12,1309
1548,13,Recife (PE),Salvador (BH),economic,842.11,CloudFy,Hotel K,1,263.41,263.41,1105.52
1554,13,Recife (PE),Campo Grande (MS),firstClass,1110.76,CloudFy,Hotel BW,4,60.39,241.56,1352.32
1556,13,Recife (PE),Salvador (BH),firstClass,1470.41,Rainbow,Hotel K,4,263.41,1053.64,2524.05
1557,13,Brasilia (DF),Natal (RN),firstClass,1434.91,Rainbow,Hotel BD,4,242.88,971.52,2406.43
1566,13,Recife (PE),Aracaju (SE),premium,932.22,Rainbow,Hotel Z,3,208.04,624.12,1556.34
1575,13,Brasilia (DF),Campo Grande (MS),economic,629.54,Rainbow,Hotel BW,1,60.39,60.39,689.93
1576,13,Aracaju (SE),Brasilia (DF),firstClass,957.68,CloudFy,Hotel BP,4,247.62,990.48,1948.16
1587,13,Brasilia (DF),Campo Grande (MS),premium,851.15,Rainbow,Hotel BW,3,60.39,181.17,1032.32
1592,13,Brasilia (DF),Aracaju (SE),premium,987.07,CloudFy,Hotel Z,2,208.04,416.08,1403.15
1602,13,Brasilia (DF),Natal (RN),economic,791.66,CloudFy,Hotel BD,3,242.88,728.64,1520.3
1604,13,Brasilia (DF),Campo Grande (MS),economic,629.54,Rainbow,Hotel BW,1,60.39,60.39,689.93
1607,13,Aracaju (SE),Brasilia (DF),firstClass,898.04,FlyingDrops,Hotel BP,4,247.62,990.48,1888.52
1610,13,Aracaju (SE),Natal (RN),firstClass,577.71,FlyingDrops,Hotel BD,3,242.88,728.64,1306.35
1612,13,Recife (PE),Aracaju (SE),premium,932.22,Rainbow,Hotel Z,3,208.04,624.12,1556.34
1618,14,Recife (PE),Salvador (BH),firstClass,1596.61,FlyingDrops,Hotel K,2,263.41,526.82,2123.43
1621,14,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,Rainbow,Hotel CB,1,165.99,165.99,878.63
1622,14,Aracaju (SE),Natal (RN),economic,332.1,CloudFy,Hotel BD,3,242.88,728.64,1060.74
1625,14,Brasilia (DF),Salvador (BH),economic,921.08,Rainbow,Hotel K,1,263.41,263.41,1184.49
1636,14,Brasilia (DF),Florianopolis (SC),premium,1222.24,Rainbow,Hotel A,2,313.02,626.04,1848.28
1640,14,Brasilia (DF),Salvador (BH),economic,958.15,CloudFy,Hotel K,4,263.41,1053.64,2011.79
1642,14,Brasilia (DF),Campo Grande (MS),economic,583.6,CloudFy,Hotel BW,2,60.39,120.78,704.38
1651,14,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,FlyingDrops,Hotel CB,4,165.99,663.96,1854.9
1652,14,Brasilia (DF),Salvador (BH),firstClass,1685.23,CloudFy,Hotel K,3,263.41,790.23,2475.46
1663,15,Recife (PE),Campo Grande (MS),firstClass,1110.76,CloudFy,Hotel BW,4,60.39,241.56,1352.32
1666,15,Aracaju (SE),Recife (PE),firstClass,1124.11,CloudFy,Hotel AU,1,312.83,312.83,1436.94
1670,15,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,CloudFy,Hotel A,1,313.02,313.02,1828.81
1673,15,Aracaju (SE),Brasilia (DF),premium,755.62,CloudFy,Hotel BP,3,247.62,742.86,1498.48
1676,15,Recife (PE),Aracaju (SE),premium,932.84,CloudFy,Hotel Z,1,208.04,208.04,1140.88
1679,15,Recife (PE),Natal (RN),firstClass,628.96,Rainbow,Hotel BD,3,242.88,728.64,1357.6
1680,15,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,FlyingDrops,Hotel BW,3,60.39,181.17,1557.26
