travelCode,userCode,name,place,days,price,total
1587,13,Hotel BW,Campo Grande (MS),3,60.39,181.17
1592,13,Hotel Z,Aracaju (SE),2,208.04,416.08
1602,13,Hotel BD,Natal (RN),3,242.88,728.64
1604,13,Hotel BW,Campo Grande (MS),1,60.39,60.39
1607,13,Hotel BP,Brasilia (DF),4,247.62,990.48
1610,13,Hotel BD,Natal (RN),3,242.88,728.64
1612,13,Hotel Z,Aracaju (SE),3,208.04,624.12
1618,14,Hotel K,Salvador (BH),2,263.41,526.82
1621,14,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
1622,14,Hotel BD,Natal (RN),3,242.88,728.64
1625,14,Hotel K,Salvador (BH),1,263.41,263.41
1636,14,Hotel A,Florianopolis (SC),2,313.02,626.04
1640,14,Hotel K,Salvador (BH),4,263.41,1053.64
1642,14,Hotel BW,Campo Grande (MS),2,60.39,120.78
1651,14,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
1652,14,Hotel K,Salvador (BH),3,263.41,790.23
1663,15,Hotel BW,Campo Grande (MS),4,60.39,241.56
1666,15,Hotel AU,Recife (PE),1,312.83,312.83
1670,15,Hotel A,Florianopolis (SC),1,313.02,313.02
1673,15,Hotel BP,Brasilia (DF),3,247.62,742.86
1676,15,Hotel Z,Aracaju (SE),1,208.04,208.04
1679,15,Hotel BD,Natal (RN),3,242.88,728.64
1680,15,Hotel BW,Campo Grande (MS),3,60.39,181.17
1685,15,Hotel BW,Campo Grande (MS),2,60.39,120.78
1686,15,Hotel AU,Recife (PE),4,312.83,1251.32
1689,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2
1690,15,Hotel AU,Recife (PE),3,312.83,938.49
1696,15,Hotel Z,Aracaju (SE),2,208.04,416.08
1699,15,Hotel K,Salvador (BH),1,263.41,263.41
1705,15,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
1712,15,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
1713,15,Hotel BW,Campo Grande (MS),4,60.39,241.56
1719,15,Hotel K,Salvador (BH),1,263.41,263.41
1722,15,Hotel AU,Recife (PE),3,312.83,938.49
1733,15,Hotel K,Salvador (BH),4,263.41,1053.64
1735,15,Hotel AU,Recife (PE),2,312.83,625.66
1737,15,Hotel Z,Aracaju (SE),3,208.04,624.12
1739,15,Hotel Z,Aracaju (SE),2,208.04,416.08
1740,15,Hotel A,Florianopolis (SC),2,313.02,626.04
1744,15,Hotel AU,Recife (PE),2,312.83,625.66
1745,15,Hotel K,Salvador (BH),4,263.41,1053.64
1747,15,Hotel Z,Aracaju (SE),3,208.04,624.12
1748,15,Hotel BW,Campo Grande (MS),1,60.39,60.39
1751,15,Hotel BW,Campo Grande (MS),4,60.39,241.56
1752,15,Hotel BD,Natal (RN),2,242.88,485.76
1755,15,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
1756,15,Hotel BW,Campo Grande (MS),2,60.39,120.78
1757,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2
1761,15,Hotel BD,Natal (RN),3,242.88,728.64
1765,15,Hotel BW,Campo Grande (MS),4,60.39,241.56
1770,15,Hotel BP,Brasilia (DF),1,247.62,247.62
1774,15,Hotel K,Salvador (BH),2,263.41,526.82
1777,15,Hotel BD,Natal (RN),1,242.88,242.88
1778,15,Hotel AF,Sao Paulo (SP),1,139.1,139.1
1779,15,Hotel BW,Campo Grande (MS),2,60.39,120.78
1784,15,Hotel A,Florianopolis (SC),3,313.02,939.06
1785,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2
1787,15,Hotel K,Salvador (BH),2,263.41,526.82
1789,15,Hotel BW,Campo Grande (MS),3,60.39,181.17
1792,15,Hotel K,Salvador (BH),3,263.41,790.23
1794,15,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
1797,15,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
1804,15,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
1805,16,Hotel BP,Brasilia (DF),2,247.62,495.24
1808,16,Hotel BW,Campo Grande (MS),3,60.39,181.17
1811,16,Hotel Z,Aracaju (SE),3,208.04,624.12
1812,16,Hotel Z,Aracaju (SE),4,208.04,832.16
1817,16,Hotel Z,Aracaju (SE),2,208.04,416.08
1819,16,Hotel A,Florianopolis (SC),1,313.02,313.02
1823,16,Hotel AU,Recife (PE),2,312.83,625.66
1827,16,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
1828,16,Hotel BW,Campo Grande (MS),3,60.39,181.17
1832,16,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
1833,16,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
1836,16,Hotel BW,Campo Grande (MS),4,60.39,241.56
1843,16,Hotel BD,Natal (RN),1,242.88,242.88
1852,16,Hotel K,Salvador (BH),3,263.41,790.23
1854,16,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
1856,16,Hotel A,Florianopolis (SC),2,313.02,626.04
1859,16,Hotel A,Florianopolis (SC),3,313.02,939.06
1863,16,Hotel BD,Natal (RN),2,242.88,485.76
1865,16,Hotel Z,Aracaju (SE),3,208.04,624.12
1867,16,Hotel AU,Recife (PE),3,312.83,938.49
1868,16,Hotel Z,Aracaju (SE),3,208.04,624.12
1869,16,Hotel A,Florianopolis (SC),2,313.02,626.04
1873,16,Hotel AU,Recife (PE),1,312.83,312.83
1877,16,Hotel A,Florianopolis (SC),3,313.02,939.06
1881,16,Hotel AF,Sao Paulo (SP),1,139.1,139.1
1883,16,Hotel AF,Sao Paulo (SP),4,139.1,556.4
1884,16,Hotel K,Salvador (BH),3,263.41,790.23
1898,16,Hotel AU,Recife (PE),3,312.83,938.49
1899,16,Hotel K,Salvador (BH),4,263.41,1053.64
1907,16,Hotel AU,Recife (PE),4,312.83,1251.32
1908,16,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
1911,16,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
1914,16,Hotel BW,Campo Grande (MS),2,60.39,120.78
1915,16,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
1916,16,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
1917,16,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
1930,16,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
1934,16,Hotel K,Salvador (BH),1,263.41,263.41
1935,16,Hotel AF,Sao Paulo (SP),2,139.1,278.2
1936,16,Hotel AU,Recife (PE),1,312.83,312.83
1937,16,Hotel AU,Recife (PE),1,312.83,312.83
1940,16,Hotel BP,Brasilia (DF),1,247.62,247.62
1947,16,Hotel K,Salvador (BH),4,263.41,1053.64
1948,16,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
1952,16,Hotel BD,Natal (RN),1,242.88,242.88
1953,16,Hotel K,Salvador (BH),2,263.41,526.82
1955,16,Hotel K,Salvador (BH),1,263.41,263.41
1956,16,Hotel AF,Sao Paulo (SP),1,139.1,139.1
1957,16,Hotel BD,Natal (RN),4,242.88,971.52
1960,16,Hotel BP,Brasilia (DF),1,247.62,247.62
1974,17,Hotel AF,Sao Paulo (SP),3,139.1,417.3
1976,17,Hotel AU,Recife (PE),3,312.83,938.49
1978,17,Hotel BD,Natal (RN),1,242.88,242.88
1988,17,Hotel AF,Sao Paulo (SP),4,139.1,556.4
1992,17,Hotel BP,Brasilia (DF),2,247.62,495.24
1993,17,Hotel BP,Brasilia (DF),4,247.62,990.48
1996,17,Hotel Z,Aracaju (SE),1,208.04,208.04
1997,17,Hotel Z,Aracaju (SE),2,208.04,416.08
2004,18,Hotel BD,Natal (RN),4,242.88,971.52
2005,18,Hotel K,Salvador (BH),3,263.41,790.23
2006,18,Hotel BP,Brasilia (DF),2,247.62,495.24
2016,18,Hotel BW,Campo Grande (MS),1,60.39,60.39
2020,18,Hotel A,Florianopolis (SC),1,313.02,313.02
2022,18,Hotel BD,Natal (RN),1,242.88,242.88
2024,18,Hotel A,Florianopolis (SC),1,313.02,313.02
2030,18,Hotel A,Florianopolis (SC),1,313.02,313.02
2034,18,Hotel BW,Campo Grande (MS),2,60.39,120.78
2037,18,Hotel A,Florianopolis (SC),3,313.02,939.06
2041,18,Hotel K,Salvador (BH),1,263.41,263.41
2045,18,Hotel BD,Natal (RN),4,242.88,971.52
2049,18,Hotel A,Florianopolis (SC),2,313.02,626.04
2050,18,Hotel A,Florianopolis (SC),2,313.02,626.04
2051,18,Hotel A,Florianopolis (SC),2,313.02,626.04
2052,18,Hotel K,Salvador (BH),1,263.41,263.41
2053,18,Hotel BD,Natal (RN),2,242.88,485.76
2056,18,Hotel BW,Campo Grande (MS),2,60.39,120.78
2058,18,Hotel K,Salvador (BH),3,263.41,790.23
2066,18,Hotel BP,Brasilia (DF),2,247.62,495.24
2067,18,Hotel BW,Campo Grande (MS),3,60.39,181.17
2069,18,Hotel AF,Sao Paulo (SP),4,139.1,556.4
2070,18,Hotel A,Florianopolis (SC),1,313.02,313.02
2072,18,Hotel K,Salvador (BH),4,263.41,1053.64
2073,18,Hotel BD,Natal (RN),2,242.88,485.76
2075,18,Hotel K,Salvador (BH),3,263.41,790.23
2078,18,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2084,18,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2086,18,Hotel Z,Aracaju (SE),2,208.04,416.08
2089,18,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2091,18,Hotel Z,Aracaju (SE),2,208.04,416.08
2097,18,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
2102,18,Hotel BW,Campo Grande (MS),3,60.39,181.17
2103,18,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2104,18,Hotel AF,Sao Paulo (SP),2,139.1,278.2
2110,18,Hotel A,Florianopolis (SC),1,313.02,313.02
2119,18,Hotel K,Salvador (BH),1,263.41,263.41
2120,18,Hotel BW,Campo Grande (MS),2,60.39,120.78
2130,18,Hotel AU,Recife (PE),2,312.83,625.66
2131,18,Hotel A,Florianopolis (SC),2,313.02,626.04
2134,19,Hotel AU,Recife (PE),3,312.83,938.49
2135,19,Hotel AF,Sao Paulo (SP),2,139.1,278.2
2136,19,Hotel AU,Recife (PE),2,312.83,625.66
2137,19,Hotel BP,Brasilia (DF),4,247.62,990.48
2140,19,Hotel BD,Natal (RN),3,242.88,728.64
2142,19,Hotel K,Salvador (BH),1,263.41,263.41
2143,19,Hotel BW,Campo Grande (MS),4,60.39,241.56
2148,19,Hotel A,Florianopolis (SC),4,313.02,1252.08
2151,19,Hotel BW,Campo Grande (MS),3,60.39,181.17
2153,19,Hotel Z,Aracaju (SE),4,208.04,832.16
2156,19,Hotel BW,Campo Grande (MS),2,60.39,120.78
2159,19,Hotel AU,Recife (PE),2,312.83,625.66
2160,19,Hotel K,Salvador (BH),1,263.41,263.41
2163,19,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2164,19,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2166,19,Hotel AU,Recife (PE),4,312.83,1251.32
2169,19,Hotel BP,Brasilia (DF),2,247.62,495.24
2170,19,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
2171,19,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
2173,19,Hotel AU,Recife (PE),3,312.83,938.49
2175,19,Hotel A,Florianopolis (SC),2,313.02,626.04
2178,19,Hotel BD,Natal (RN),1,242.88,242.88
2179,19,Hotel BD,Natal (RN),4,242.88,971.52
2185,19,Hotel A,Florianopolis (SC),4,313.02,1252.08
2188,19,Hotel AU,Recife (PE),4,312.83,1251.32
2198,19,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2208,19,Hotel BP,Brasilia (DF),4,247.62,990.48
2209,19,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2211,19,Hotel A,Florianopolis (SC),3,313.02,939.06
2213,19,Hotel K,Salvador (BH),3,263.41,790.23
2215,19,Hotel AU,Recife (PE),1,312.83,312.83
2217,20,Hotel BD,Natal (RN),3,242.88,728.64
2221,20,Hotel BP,Brasilia (DF),3,247.62,742.86
2225,20,Hotel Z,Aracaju (SE),3,208.04,624.12
2227,20,Hotel K,Salvador (BH),1,263.41,263.41
2236,20,Hotel BP,Brasilia (DF),1,247.62,247.62
2241,20,Hotel AF,Sao Paulo (SP),4,139.1,556.4
2242,20,Hotel K,Salvador (BH),1,263.41,263.41
2246,20,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
2247,20,Hotel A,Florianopolis (SC),2,313.02,626.04
2248,20,Hotel AU,Recife (PE),1,312.83,312.83
2252,20,Hotel BW,Campo Grande (MS),2,60.39,120.78
2258,20,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2262,20,Hotel BW,Campo Grande (MS),3,60.39,181.17
2263,20,Hotel Z,Aracaju (SE),3,208.04,624.12
2266,20,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
2267,20,Hotel AF,Sao Paulo (SP),2,139.1,278.2
2272,20,Hotel BD,Natal (RN),4,242.88,971.52
2274,20,Hotel BW,Campo Grande (MS),3,60.39,181.17
2278,20,Hotel A,Florianopolis (SC),2,313.02,626.04
2283,20,Hotel A,Florianopolis (SC),2,313.02,626.04
2284,20,Hotel AU,Recife (PE),3,312.83,938.49
2285,20,Hotel BP,Brasilia (DF),2,247.62,495.24
2288,20,Hotel A,Florianopolis (SC),4,313.02,1252.08
2290,20,Hotel AU,Recife (PE),2,312.83,625.66
2292,20,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2298,21,Hotel AF,Sao Paulo (SP),4,139.1,556.4
2317,21,Hotel K,Salvador (BH),1,263.41,263.41
2319,21,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2323,21,Hotel K,Salvador (BH),2,263.41,526.82
2325,21,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2327,21,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
2329,21,Hotel K,Salvador (BH),4,263.41,1053.64
2337,21,Hotel K,Salvador (BH),3,263.41,790.23
2344,21,Hotel AF,Sao Paulo (SP),4,139.1,556.4
2348,21,Hotel AU,Recife (PE),3,312.83,938.49
2352,21,Hotel BW,Campo Grande (MS),1,60.39,60.39
2356,21,Hotel K,Salvador (BH),1,263.41,263.41
2358,21,Hotel A,Florianopolis (SC),4,313.02,1252.08
2362,21,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2363,21,Hotel BW,Campo Grande (MS),4,60.39,241.56
2364,21,Hotel Z,Aracaju (SE),4,208.04,832.16
2365,21,Hotel Z,Aracaju (SE),2,208.04,416.08
2367,21,Hotel AF,Sao Paulo (SP),1,139.1,139.1
2378,21,Hotel BP,Brasilia (DF),4,247.62,990.48
2383,21,Hotel BW,Campo Grande (MS),3,60.39,181.17
2387,21,Hotel K,Salvador (BH),3,263.41,790.23
2389,21,Hotel AU,Recife (PE),1,312.83,312.83
2393,21,Hotel BW,Campo Grande (MS),3,60.39,181.17
2396,21,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
2400,21,Hotel K,Salvador (BH),4,263.41,1053.64
2401,21,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2405,21,Hotel BW,Campo Grande (MS),2,60.39,120.78
2406,21,Hotel BP,Brasilia (DF),2,247.62,495.24
2408,21,Hotel A,Florianopolis (SC),3,313.02,939.06
2414,21,Hotel Z,Aracaju (SE),1,208.04,208.04
2417,21,Hotel BW,Campo Grande (MS),2,60.39,120.78
2422,21,Hotel BD,Natal (RN),3,242.88,728.64
2423,21,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
2429,21,Hotel AU,Recife (PE),3,312.83,938.49
2442,21,Hotel K,Salvador (BH),3,263.41,790.23
2445,21,Hotel BP,Brasilia (DF),1,247.62,247.62
2448,21,Hotel AU,Recife (PE),4,312.83,1251.32
2450,21,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
2453,21,Hotel AF,Sao Paulo (SP),1,139.1,139.1
2454,21,Hotel BW,Campo Grande (MS),1,60.39,60.39
2461,21,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
2463,21,Hotel AF,Sao Paulo (SP),4,139.1,556.4
2465,21,Hotel Z,Aracaju (SE),1,208.04,208.04
2467,21,Hotel AU,Recife (PE),1,312.83,312.83
2469,21,Hotel BD,Natal (RN),2,242.88,485.76
2476,21,Hotel K,Salvador (BH),2,263.41,526.82
2479,21,Hotel BW,Campo Grande (MS),2,60.39,120.78
2482,21,Hotel BW,Campo Grande (MS),1,60.39,60.39
2483,21,Hotel BW,Campo Grande (MS),1,60.39,60.39
2484,21,Hotel BD,Natal (RN),4,242.88,971.52
2486,21,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
2488,21,Hotel BW,Campo Grande (MS),1,60.39,60.39
2489,21,Hotel A,Florianopolis (SC),4,313.02,1252.08
2495,22,Hotel BW,Campo Grande (MS),4,60.39,241.56
2499,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1
2503,22,Hotel A,Florianopolis (SC),1,313.02,313.02
2504,22,Hotel K,Salvador (BH),2,263.41,526.82
2507,22,Hotel AF,Sao Paulo (SP),2,139.1,278.2
2513,22,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
2514,22,Hotel A,Florianopolis (SC),4,313.02,1252.08
2522,22,Hotel BW,Campo Grande (MS),4,60.39,241.56
2523,22,Hotel K,Salvador (BH),3,263.41,790.23
2525,22,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2526,22,Hotel A,Florianopolis (SC),2,313.02,626.04
2527,22,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2530,22,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2534,22,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2535,22,Hotel BW,Campo Grande (MS),4,60.39,241.56
2538,22,Hotel A,Florianopolis (SC),4,313.02,1252.08
2540,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1
2541,22,Hotel K,Salvador (BH),1,263.41,263.41
2545,22,Hotel BW,Campo Grande (MS),2,60.39,120.78
2550,22,Hotel AF,Sao Paulo (SP),2,139.1,278.2
2556,22,Hotel AF,Sao Paulo (SP),4,139.1,556.4
2558,22,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2559,22,Hotel Z,Aracaju (SE),1,208.04,208.04
2564,22,Hotel A,Florianopolis (SC),2,313.02,626.04
2566,22,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2569,22,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
2572,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1
2577,22,Hotel Z,Aracaju (SE),1,208.04,208.04
2578,22,Hotel BP,Brasilia (DF),3,247.62,742.86
2581,22,Hotel BP,Brasilia (DF),3,247.62,742.86
2582,22,Hotel AU,Recife (PE),4,312.83,1251.32
2584,22,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
2588,22,Hotel BP,Brasilia (DF),4,247.62,990.48
2589,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1
2591,22,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2592,22,Hotel K,Salvador (BH),1,263.41,263.41
2596,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1
2600,22,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
2602,22,Hotel A,Florianopolis (SC),4,313.02,1252.08
2603,22,Hotel BP,Brasilia (DF),2,247.62,495.24
2605,22,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
2608,22,Hotel A,Florianopolis (SC),2,313.02,626.04
2610,22,Hotel BD,Natal (RN),3,242.88,728.64
2613,22,Hotel BD,Natal (RN),1,242.88,242.88
2618,22,Hotel BP,Brasilia (DF),3,247.62,742.86
2629,22,Hotel A,Florianopolis (SC),4,313.02,1252.08
2631,22,Hotel AU,Recife (PE),4,312.83,1251.32
2632,23,Hotel AF,Sao Paulo (SP),2,139.1,278.2
2634,23,Hotel BW,Campo Grande (MS),2,60.39,120.78
2635,23,Hotel A,Florianopolis (SC),3,313.02,939.06
2643,23,Hotel K,Salvador (BH),2,263.41,526.82
2645,23,Hotel BW,Campo Grande (MS),4,60.39,241.56
2650,23,Hotel A,Florianopolis (SC),3,313.02,939.06
2652,23,Hotel A,Florianopolis (SC),1,313.02,313.02
2653,23,Hotel AU,Recife (PE),2,312.83,625.66
2654,23,Hotel Z,Aracaju (SE),3,208.04,624.12
2658,23,Hotel Z,Aracaju (SE),3,208.04,624.12
2660,23,Hotel AU,Recife (PE),4,312.83,1251.32
2663,23,Hotel BW,Campo Grande (MS),1,60.39,60.39
2668,23,Hotel Z,Aracaju (SE),4,208.04,832.16
2671,23,Hotel BD,Natal (RN),3,242.88,728.64
2672,23,Hotel A,Florianopolis (SC),2,313.02,626.04
2676,23,Hotel A,Florianopolis (SC),2,313.02,626.04
2677,23,Hotel A,Florianopolis (SC),2,313.02,626.04
2680,23,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
2688,23,Hotel K,Salvador (BH),1,263.41,263.41
2691,23,Hotel BW,Campo Grande (MS),2,60.39,120.78
2694,23,Hotel AF,Sao Paulo (SP),1,139.1,139.1
2700,23,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
2704,23,Hotel BW,Campo Grande (MS),3,60.39,181.17
2708,23,Hotel K,Salvador (BH),3,263.41,790.23
2711,23,Hotel Z,Aracaju (SE),4,208.04,832.16
2718,23,Hotel BD,Natal (RN),4,242.88,971.52
2719,23,Hotel A,Florianopolis (SC),1,313.02,313.02
2720,23,Hotel K,Salvador (BH),2,263.41,526.82
2732,23,Hotel K,Salvador (BH),4,263.41,1053.64
2744,23,Hotel BD,Natal (RN),1,242.88,242.88
2754,23,Hotel AU,Recife (PE),2,312.83,625.66
2756,23,Hotel BP,Brasilia (DF),2,247.62,495.24
2758,23,Hotel AU,Recife (PE),2,312.83,625.66
2761,23,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
2762,23,Hotel AU,Recife (PE),4,312.83,1251.32
2767,23,Hotel BW,Campo Grande (MS),1,60.39,60.39
2769,23,Hotel A,Florianopolis (SC),3,313.02,939.06
2773,23,Hotel A,Florianopolis (SC),3,313.02,939.06
2775,23,Hotel AU,Recife (PE),3,312.83,938.49
2779,24,Hotel K,Salvador (BH),2,263.41,526.82
2781,24,Hotel Z,Aracaju (SE),4,208.04,832.16
2782,24,Hotel Z,Aracaju (SE),3,208.04,624.12
2783,24,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
2784,24,Hotel Z,Aracaju (SE),2,208.04,416.08
2789,24,Hotel A,Florianopolis (SC),4,313.02,1252.08
2791,24,Hotel BW,Campo Grande (MS),4,60.39,241.56
2793,24,Hotel BD,Natal (RN),3,242.88,728.64
2796,24,Hotel BD,Natal (RN),3,242.88,728.64
2804,24,Hotel BW,Campo Grande (MS),3,60.39,181.17
2809,24,Hotel BP,Brasilia (DF),3,247.62,742.86
2822,25,Hotel BD,Natal (RN),3,242.88,728.64
2828,25,Hotel A,Florianopolis (SC),3,313.02,939.06
2829,25,Hotel BW,Campo Grande (MS),3,60.39,181.17
2831,25,Hotel A,Florianopolis (SC),3,313.02,939.06
2845,25,Hotel BP,Brasilia (DF),2,247.62,495.24
2849,25,Hotel BP,Brasilia (DF),4,247.62,990.48
2850,25,Hotel BP,Brasilia (DF),1,247.62,247.62
2851,25,Hotel Z,Aracaju (SE),2,208.04,416.08
2853,25,Hotel BP,Brasilia (DF),4,247.62,990.48
2855,25,Hotel K,Salvador (BH),3,263.41,790.23
2858,25,Hotel BD,Natal (RN),1,242.88,242.88
2859,25,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2863,25,Hotel A,Florianopolis (SC),2,313.02,626.04
2864,25,Hotel BW,Campo Grande (MS),3,60.39,181.17
2865,25,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
2879,25,Hotel BW,Campo Grande (MS),3,60.39,181.17
2883,25,Hotel K,Salvador (BH),3,263.41,790.23
2884,25,Hotel BW,Campo Grande (MS),1,60.39,60.39
2888,25,Hotel BW,Campo Grande (MS),4,60.39,241.56
2890,25,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
2891,25,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2892,25,Hotel Z,Aracaju (SE),4,208.04,832.16
2895,25,Hotel AF,Sao Paulo (SP),2,139.1,278.2
2899,25,Hotel AF,Sao Paulo (SP),2,139.1,278.2
2901,25,Hotel BD,Natal (RN),4,242.88,971.52
2902,25,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
2907,25,Hotel AU,Recife (PE),1,312.83,312.83
2912,26,Hotel K,Salvador (BH),2,263.41,526.82
2918,26,Hotel AU,Recife (PE),3,312.83,938.49
2920,26,Hotel Z,Aracaju (SE),2,208.04,416.08
2921,26,Hotel AF,Sao Paulo (SP),2,139.1,278.2
2928,26,Hotel BP,Brasilia (DF),1,247.62,247.62
2929,26,Hotel BD,Natal (RN),1,242.88,242.88
2934,26,Hotel A,Florianopolis (SC),4,313.02,1252.08
2938,26,Hotel K,Salvador (BH),2,263.41,526.82
2943,26,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
2945,26,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
2955,26,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
2956,26,Hotel BW,Campo Grande (MS),3,60.39,181.17
2957,26,Hotel K,Salvador (BH),2,263.41,526.82
2962,26,Hotel Z,Aracaju (SE),2,208.04,416.08
2964,26,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2970,26,Hotel K,Salvador (BH),3,263.41,790.23
2972,26,Hotel BP,Brasilia (DF),4,247.62,990.48
2973,26,Hotel K,Salvador (BH),1,263.41,263.41
2976,26,Hotel AU,Recife (PE),1,312.83,312.83
2983,26,Hotel AF,Sao Paulo (SP),2,139.1,278.2
2984,26,Hotel AF,Sao Paulo (SP),3,139.1,417.3
2986,26,Hotel A,Florianopolis (SC),3,313.02,939.06
2991,26,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
2992,26,Hotel BW,Campo Grande (MS),4,60.39,241.56
2998,26,Hotel AF,Sao Paulo (SP),4,139.1,556.4
3000,26,Hotel BP,Brasilia (DF),1,247.62,247.62
3002,26,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
3008,27,Hotel A,Florianopolis (SC),3,313.02,939.06
3011,27,Hotel BD,Natal (RN),3,242.88,728.64
3012,27,Hotel A,Florianopolis (SC),3,313.02,939.06
3013,27,Hotel Z,Aracaju (SE),2,208.04,416.08
3014,27,Hotel AU,Recife (PE),3,312.83,938.49
3016,27,Hotel BD,Natal (RN),1,242.88,242.88
3023,27,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
3024,27,Hotel AF,Sao Paulo (SP),4,139.1,556.4
3026,27,Hotel AF,Sao Paulo (SP),2,139.1,278.2
3027,27,Hotel AU,Recife (PE),1,312.83,312.83
3030,27,Hotel BD,Natal (RN),1,242.88,242.88
3033,27,Hotel BP,Brasilia (DF),4,247.62,990.48
3039,27,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
3040,27,Hotel AU,Recife (PE),4,312.83,1251.32
3056,27,Hotel BW,Campo Grande (MS),3,60.39,181.17
3060,27,Hotel AF,Sao Paulo (SP),3,139.1,417.3
3062,27,Hotel BW,Campo Grande (MS),1,60.39,60.39
3066,27,Hotel Z,Aracaju (SE),3,208.04,624.12
3072,27,Hotel A,Florianopolis (SC),2,313.02,626.04
3074,27,Hotel K,Salvador (BH),3,263.41,790.23
3076,27,Hotel BW,Campo Grande (MS),2,60.39,120.78
3077,27,Hotel A,Florianopolis (SC),3,313.02,939.06
3079,27,Hotel AF,Sao Paulo (SP),3,139.1,417.3
